"sourceIndex","originalName","storedName","sourceUrl","bytes","manifestSha256","actualSha256","disposition","canonicalStoredName","sideEffects"
"73","PPL_KK_02_0926_1232_ Fee Proposal for Consultancy Design _ Supervision Services_244b9127.pdf","referenced-files/c9f049a6d94a_PPL_KK_02_0926_1232_ Fee Proposal for Consultancy Design _ Supervision Services.pdf","https://comofollowup-ngbxwvy8.manus.space/manus-storage/PPL_KK_02_0926_1232_ Fee Proposal for Consultancy Design _ Supervision Services_244b9127.pdf","305537","c9f049a6d94a4e8ac3b088fd26b697fcc3d2a00cbb6258ba43b4fbe2df9c90ea","c9f049a6d94a4e8ac3b088fd26b697fcc3d2a00cbb6258ba43b4fbe2df9c90ea","upload_unique_to_staging","referenced-files/c9f049a6d94a_PPL_KK_02_0926_1232_ Fee Proposal for Consultancy Design _ Supervision Services.pdf","none"
"74","1560001-comprehensive-7d2e0c468d82ec788c660a3fde08d71a_1269f4b3.pcm","referenced-files/ca6802c0cef5_1560001-comprehensive-7d2e0c468d82ec788c660a3fde08d71a_1269f4b3.pcm","https://comofollowup-ngbxwvy8.manus.space/manus-storage/sara-briefings/1560001-comprehensive-7d2e0c468d82ec788c660a3fde08d71a_1269f4b3.pcm","10762170","ca6802c0cef56708f2ebd1e5adbb7dadd19be86d804cd4b754f0a3bb97849340","ca6802c0cef56708f2ebd1e5adbb7dadd19be86d804cd4b754f0a3bb97849340","upload_unique_to_staging","referenced-files/ca6802c0cef5_1560001-comprehensive-7d2e0c468d82ec788c660a3fde08d71a_1269f4b3.pcm","none"
"75","3120001-updates_none-e9578f89b3478a0f84925438f6fbef81_c9428404.pcm","referenced-files/cad497e8bae2_3120001-updates_none-e9578f89b3478a0f84925438f6fbef81_c9428404.pcm","https://comofollowup-ngbxwvy8.manus.space/manus-storage/sara-briefings/3120001-updates_none-e9578f89b3478a0f84925438f6fbef81_c9428404.pcm","818086","cad497e8bae2c8c9f833c08ab831c46bd1dc4c22eef926917ce4fe8ad396c80a","cad497e8bae2c8c9f833c08ab831c46bd1dc4c22eef926917ce4fe8ad396c80a","upload_unique_to_staging","referenced-files/cad497e8bae2_3120001-updates_none-e9578f89b3478a0f84925438f6fbef81_c9428404.pcm","none"
"76","2220001-updates_only-b0b866c5f081669c48b51718eb7fc5cc_1c44371d.pcm","referenced-files/cd485f5c6437_2220001-updates_only-b0b866c5f081669c48b51718eb7fc5cc_1c44371d.pcm","https://comofollowup-ngbxwvy8.manus.space/manus-storage/sara-briefings/2220001-updates_only-b0b866c5f081669c48b51718eb7fc5cc_1c44371d.pcm","2813144","cd485f5c6437942064249961c622b491e1e2ad63b1773c3a068a4586eb08c16c","cd485f5c6437942064249961c622b491e1e2ad63b1773c3a068a4586eb08c16c","upload_unique_to_staging","referenced-files/cd485f5c6437_2220001-updates_only-b0b866c5f081669c48b51718eb7fc5cc_1c44371d.pcm","none"
"77","Client Comments - 07092026_e5bfbb3f.xlsx","referenced-files/d85237c42278_Client Comments - 07092026.xlsx","https://comofollowup-ngbxwvy8.manus.space/manus-storage/Client Comments - 07092026_e5bfbb3f.xlsx","12891","d85237c422789310cd2bb2054096f3a5185d2be25fe9fe0e501b14aa6a4fe687","d85237c422789310cd2bb2054096f3a5185d2be25fe9fe0e501b14aa6a4fe687","upload_unique_to_staging","referenced-files/d85237c42278_Client Comments - 07092026.xlsx","none"
"78","DSUAE26004_MajanRetailStudy-DraftV2-20260824_ff3e05ce.pdf","referenced-files/d9c77b5efb1d_DSUAE26004_MajanRetailStudy-DraftV2-20260824_ff3e05ce.pdf","https://comofollowup-ngbxwvy8.manus.space/manus-storage/work-files/task-4/DSUAE26004_MajanRetailStudy-DraftV2-20260824_ff3e05ce.pdf","13226327","d9c77b5efb1df9ddb6709cf610a5456c03282e5687462dd4497e27b38087fd35","d9c77b5efb1df9ddb6709cf610a5456c03282e5687462dd4497e27b38087fd35","upload_unique_to_staging","referenced-files/d9c77b5efb1d_DSUAE26004_MajanRetailStudy-DraftV2-20260824_ff3e05ce.pdf","none"
"79","2700001-updates_only-c225e6c578d6eef50d47dd2fb417a29a_8e798755.pcm","referenced-files/de6d7a8415d0_2700001-updates_only-c225e6c578d6eef50d47dd2fb417a29a_8e798755.pcm","https://comofollowup-ngbxwvy8.manus.space/manus-storage/sara-briefings/2700001-updates_only-c225e6c578d6eef50d47dd2fb417a29a_8e798755.pcm","2463172","de6d7a8415d0cadb040c0ee0f4f1f19526cea3c5265d17b9d351a42b19cee832","de6d7a8415d0cadb040c0ee0f4f1f19526cea3c5265d17b9d351a42b19cee832","upload_unique_to_staging","referenced-files/de6d7a8415d0_2700001-updates_only-c225e6c578d6eef50d47dd2fb417a29a_8e798755.pcm","none"
"80","Majan_Lifestyle_Centre_Initial_Market_Led_Design_Brief_Review_Draft_2026-09-15_1ac85f33.md","referenced-files/e3a244255d0a_Majan_Lifestyle_Centre_Initial_Market_Led_Design_Brief_Review_Draft_2026-09-15_1ac85f33.md","https://comofollowup-ngbxwvy8.manus.space/manus-storage/Majan_Lifestyle_Centre_Initial_Market_Led_Design_Brief_Review_Draft_2026-09-15_1ac85f33.md","17223","e3a244255d0a8960e2bb076e6f042568329e8b943d13483f38effd2384d29f6f","e3a244255d0a8960e2bb076e6f042568329e8b943d13483f38effd2384d29f6f","upload_unique_to_staging","referenced-files/e3a244255d0a_Majan_Lifestyle_Centre_Initial_Market_Led_Design_Brief_Review_Draft_2026-09-15_1ac85f33.md","none"
"81","260923 A Benoy Proposal for Majan Lifestyle Centre, Dubai, United Arab Emirates_b6f0a46e.pdf","referenced-files/e466a8cf2809_260923 A Benoy Proposal for Majan Lifestyle Centre, Dubai, United Arab Emirates.pdf","https://comofollowup-ngbxwvy8.manus.space/manus-storage/260923 A Benoy Proposal for Majan Lifestyle Centre, Dubai, United Arab Emirates_b6f0a46e.pdf","6909337","e466a8cf2809327b94e305c8c47a698aa37418eed646d5ec04b5a35c4ae5f9c2","e466a8cf2809327b94e305c8c47a698aa37418eed646d5ec04b5a35c4ae5f9c2","upload_unique_to_staging","referenced-files/e466a8cf2809_260923 A Benoy Proposal for Majan Lifestyle Centre, Dubai, United Arab Emirates.pdf","none"
"82","P260903Rev01MDLFeeProposalPre-ConceptandConceptONTARIOMajanRT-040_04f88862.pdf","referenced-files/ebc10f4ba71e_P260903Rev01MDLFeeProposalPre-ConceptandConceptONTARIOMajanRT-040_04f88862.pdf","https://comofollowup-ngbxwvy8.manus.space/manus-storage/P260903Rev01MDLFeeProposalPre-ConceptandConceptONTARIOMajanRT-040_04f88862.pdf","475871","ebc10f4ba71e74323f6aa688c0bb9cad2c89f3d7fb7a96aacd4f13bd45188edf","ebc10f4ba71e74323f6aa688c0bb9cad2c89f3d7fb7a96aacd4f13bd45188edf","upload_unique_to_staging","referenced-files/ebc10f4ba71e_P260903Rev01MDLFeeProposalPre-ConceptandConceptONTARIOMajanRT-040_04f88862.pdf","none"
"83","2700001-comprehensive-53fe95d00ff47cb146028ad7b7f67cab_ccf5d6e6.pcm","referenced-files/ee6591e34b81_2700001-comprehensive-53fe95d00ff47cb146028ad7b7f67cab_ccf5d6e6.pcm","https://comofollowup-ngbxwvy8.manus.space/manus-storage/sara-briefings/2700001-comprehensive-53fe95d00ff47cb146028ad7b7f67cab_ccf5d6e6.pcm","8938754","ee6591e34b81105dea5ac9b8431402a5c8c5bc1f81749217d0fb9097b3077c92","ee6591e34b81105dea5ac9b8431402a5c8c5bc1f81749217d0fb9097b3077c92","upload_unique_to_staging","referenced-files/ee6591e34b81_2700001-comprehensive-53fe95d00ff47cb146028ad7b7f67cab_ccf5d6e6.pcm","none"
"84","MDL_Meeting_Talking_Points_Arabic_0c8a95a3.md","referenced-files/eedc6808e63e_MDL_Meeting_Talking_Points_Arabic_0c8a95a3.md","https://comofollowup-ngbxwvy8.manus.space/manus-storage/MDL_Meeting_Talking_Points_Arabic_0c8a95a3.md","15590","eedc6808e63ebdb727a83a6029bb284e9e7d41fce174a9a92002310a1fb660c2","eedc6808e63ebdb727a83a6029bb284e9e7d41fce174a9a92002310a1fb660c2","reuse_source_duplicate","local-assets/MDL_Meeting_Talking_Points_Arabic.md","none"
"85","2040001-updates_only-6dd0023951ff7f73bcf43616e389442a_4da9c785.pcm","referenced-files/f0d09740caa7_2040001-updates_only-6dd0023951ff7f73bcf43616e389442a_4da9c785.pcm","https://comofollowup-ngbxwvy8.manus.space/manus-storage/sara-briefings/2040001-updates_only-6dd0023951ff7f73bcf43616e389442a_4da9c785.pcm","3151970","f0d09740caa77add2f2c0dd1488e1e913a19719be501387b231f9cf693ab1dcf","f0d09740caa77add2f2c0dd1488e1e913a19719be501387b231f9cf693ab1dcf","upload_unique_to_staging","referenced-files/f0d09740caa7_2040001-updates_only-6dd0023951ff7f73bcf43616e389442a_4da9c785.pcm","none"
"86","REC57 (24-09-2026) COMO Real Estate Development  4 villas_cedabee0.pdf","referenced-files/f8355b30ebaf_REC57 (24-09-2026) COMO Real Estate Development  4 villas.pdf","https://comofollowup-ngbxwvy8.manus.space/manus-storage/REC57 (24-09-2026) COMO Real Estate Development  4 villas_cedabee0.pdf","1141180","f8355b30ebaf87f410edafa85e4b0bfc36b735fd8554c7587539f50009c13321","f8355b30ebaf87f410edafa85e4b0bfc36b735fd8554c7587539f50009c13321","upload_unique_to_staging","referenced-files/f8355b30ebaf_REC57 (24-09-2026) COMO Real Estate Development  4 villas.pdf","none"
"87","Chapman_Taylor_Majan_Technical_Proposal_Screen_2026-09-21_ffe8d553.pdf","referenced-files/f90606e7611e_Chapman_Taylor_Majan_Technical_Proposal_Screen_2026-09-21_ffe8d553.pdf","https://comofollowup-ngbxwvy8.manus.space/manus-storage/Chapman_Taylor_Majan_Technical_Proposal_Screen_2026-09-21_ffe8d553.pdf","19309852","f90606e7611ebd1b356ee21f22b5d20f445ded7075ffaf670188e63a86f0f811","f90606e7611ebd1b356ee21f22b5d20f445ded7075ffaf670188e63a86f0f811","reuse_source_duplicate","local-assets/chapman-taylor/Chapman_Taylor_Majan_Technical_Proposal_Screen_2026-09-21.pdf","none"
